Watershed_designation,Fire_treatment,Year,Plot_number,Transect_number,Grass_cover,Shrub_cover
r1b,infrequent_to_annual_reversal,2012,1,1,124.5,0
r1b,infrequent_to_annual_reversal,2012,2,1,136,0
r1b,infrequent_to_annual_reversal,2012,3,1,118.5,0
r1b,infrequent_to_annual_reversal,2012,4,1,92,0
r1b,infrequent_to_annual_reversal,2012,5,1,103.5,0
r1b,infrequent_to_annual_reversal,2012,6,2,95,0
r1b,infrequent_to_annual_reversal,2012,7,2,128,0
r1b,infrequent_to_annual_reversal,2012,8,2,132.5,0
r1b,infrequent_to_annual_reversal,2012,9,2,140,0
r1b,infrequent_to_annual_reversal,2012,10,2,110,0
r1b,infrequent_to_annual_reversal,2012,11,3,84.5,0
r1b,infrequent_to_annual_reversal,2012,12,3,80,0
r1b,infrequent_to_annual_reversal,2012,13,3,84.5,0
r1b,infrequent_to_annual_reversal,2012,14,3,83.5,0.5
r1b,infrequent_to_annual_reversal,2012,15,3,77.5,0
r1b,infrequent_to_annual_reversal,2012,16,4,132.5,0
r1b,infrequent_to_annual_reversal,2012,17,4,81,0
r1b,infrequent_to_annual_reversal,2012,18,4,115.5,0
r1b,infrequent_to_annual_reversal,2012,19,4,69,0.5
r1b,infrequent_to_annual_reversal,2012,20,4,68.5,0
r1b,infrequent_to_annual_reversal,2013,1,1,124.5,0
r1b,infrequent_to_annual_reversal,2013,2,1,136,0
r1b,infrequent_to_annual_reversal,2013,3,1,121.5,0.5
r1b,infrequent_to_annual_reversal,2013,4,1,110,0
r1b,infrequent_to_annual_reversal,2013,5,1,127.5,0
r1b,infrequent_to_annual_reversal,2013,6,2,125,0
r1b,infrequent_to_annual_reversal,2013,7,2,127.5,0
r1b,infrequent_to_annual_reversal,2013,8,2,132.5,0
r1b,infrequent_to_annual_reversal,2013,9,2,140,0
r1b,infrequent_to_annual_reversal,2013,10,2,110,0
r1b,infrequent_to_annual_reversal,2013,11,3,84.5,0
r1b,infrequent_to_annual_reversal,2013,12,3,80,0
r1b,infrequent_to_annual_reversal,2013,13,3,84.5,0
r1b,infrequent_to_annual_reversal,2013,14,3,83.5,0.5
r1b,infrequent_to_annual_reversal,2013,15,3,77.5,0
r1b,infrequent_to_annual_reversal,2013,16,4,132.5,0
r1b,infrequent_to_annual_reversal,2013,17,4,81,0
r1b,infrequent_to_annual_reversal,2013,18,4,133,0
r1b,infrequent_to_annual_reversal,2013,19,4,69,0.5
r1b,infrequent_to_annual_reversal,2013,20,4,98.5,0
